h3_9,rec_win_start,rec_peak_hour,window_capture,rec_window,dom_location
89618921d13ffff,7,8,0.795,07:00–09:00,"Whitefield Main Road, Vaswani Pinnacle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d1bffff,9,10,0.435,09:00–11:00,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d23ffff,12,13,1.0,12:00–14:00,"Borewell Road, Sri Narayanappa Layout, Nallurahalli, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d27ffff,10,13,0.545,10:00–12:00,"Borewell Road, Dr BR Ambedkar Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d3bffff,8,9,1.0,08:00–10:00,"BM Glorietta Society Road, ELV Kingsland, Dodsworth Layout 1, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d43ffff,8,8,0.625,08:00–10:00,"Whitefield Main Road, Happy Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d4bffff,7,8,0.58,07:00–09:00,"1st Main Road, Happy Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d53ffff,6,7,1.0,06:00–08:00,"Whitefield Main Road, Prestige White Meadows, Sathya Sai Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d57ffff,8,8,0.935,08:00–10:00,"Whitefield Main Road, Prestige White Meadows, Sathya Sai Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d87ffff,7,8,0.577,07:00–09:00,"Whitefield Main Road, Carmel Heights, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d8bffff,7,8,0.938,07:00–09:00,"Whitefield Main Road, Vaswani Pinnacle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921d8fffff,7,7,0.789,07:00–09:00,"Whitefield Main Road, Sobha Rose Apartment, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921dabffff,8,9,1.0,08:00–10:00,"Ramagondanahalli Borewell Road, Sumadhura Folium, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921dc7ffff,7,8,0.515,07:00–09:00,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921dcfffff,6,7,1.0,06:00–08:00,"Whitefield Main Road, White Filed Outer Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618921dd3ffff,9,10,1.0,09:00–11:00,"Immadihalli Main Road, LSG Greenville, Hagadur, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
89618922817ffff,5,6,1.0,05:00–07:00,"Sarjapura Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)"
89618922827ffff,8,8,0.538,08:00–10:00,"Sarjapura Main Road, Muthanallur Cross, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)"
8961892288bffff,8,8,0.397,08:00–10:00,"Varthur Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)"
8961892288fffff,10,11,0.492,10:00–12:00,"Sarjapura Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)"
8961892289bffff,10,11,1.0,10:00–12:00,"Sarjapura Main Road, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)"
896189229d7ffff,1,2,1.0,01:00–03:00,"Chandapura Dommasandra Road, Nambiar District 25, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)"
8961892400bffff,11,11,0.906,11:00–13:00,"13th Main Road, Nandishwara Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
8961892403bffff,9,10,0.625,09:00–11:00,"Begur Main Road, MICO Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)"
89618924043ffff,9,14,0.415,09:00–11:00,"Hosur Road, Narasimha Reddy Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
8961892404bffff,10,10,0.971,10:00–12:00,"Hosur Road, Vajpayee Nagar, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
8961892404fffff,10,11,0.894,10:00–12:00,"Hosur Road, Vajpayee Nagar, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
89618924053ffff,10,10,0.415,10:00–12:00,"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
89618924057ffff,10,11,1.0,10:00–12:00,
8961892405bffff,10,11,0.727,10:00–12:00,"4th Cross Road, Gangamma Circle, Bandepalya, Bengaluru, Karnataka. Pin-560068 (India)"
89618924063ffff,11,12,0.439,11:00–13:00,"Begur Main Road, Smt Ramakka Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)"
8961892406bffff,11,12,1.0,11:00–13:00,"Begur Main Road, Narasimhaswamy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)"
8961892406fffff,10,11,1.0,10:00–12:00,"Begur Main Road, Krishna Reddy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)"
89618924077ffff,10,11,1.0,10:00–12:00,"Begur Main Road, Ambedkar Colony, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)"
8961892408bffff,4,4,0.552,04:00–06:00,"Unnamed Road, VVS Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
89618924093ffff,13,13,0.545,13:00–15:00,"Begur Koppa Road, Prospect Princeton Apartment, AECS Block C, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
8961892409bffff,10,11,0.533,10:00–12:00,"Chikka Begur Main Road, Ambedkar Nagar, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
896189240a7ffff,12,13,1.0,12:00–14:00,"Begur Main Road, Patel Krishnappa Layout, Shantipriya Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
896189240b3ffff,3,4,1.0,03:00–05:00,"5th Cross Road, Block 2, Vishwapriya Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
896189240b7ffff,5,6,0.5,05:00–07:00,"Begur Koppa Road, Begur, Bengaluru, Karnataka. Pin-560114 (India)"
896189240c3ffff,9,10,0.38,09:00–11:00,"Hosur Road, Gangotri SLV Meadows, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
896189240cbffff,10,11,0.441,10:00–12:00,"Hosur Road, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
896189240cfffff,10,10,0.366,10:00–12:00,"Hosur Road, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
896189240d3ffff,10,10,0.431,10:00–12:00,"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
896189240d7ffff,2,3,0.895,02:00–04:00,"Chikka Begur Main Road, BN Ramaswamy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
896189240dbffff,1,2,1.0,01:00–03:00,"Hosur Road, Kudlu Gate, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
89618924103ffff,11,6,0.549,11:00–13:00,"Vishveswaraiah Road, Rashi Pride, Avani Shringeri Nagar, Devarachikannahalli, Bengaluru, Karnataka. Pin-560076 (India)"
8961892410bffff,12,12,0.706,12:00–14:00,"BDA 80 Feet Road, Rashi Pride, Avani Shringeri Nagar, Devarachikannahalli, Bengaluru, Karnataka. Pin-560076 (India)"
8961892410fffff,10,11,1.0,10:00–12:00,"10th Main Road, Shantiniketan Layout, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
89618924117ffff,10,11,1.0,10:00–12:00,"Vishveswaraiah Road, Avani Shringeri Nagar, Devarachikannahalli, Bengaluru, Karnataka. Pin-560076 (India)"
89618924127ffff,11,11,1.0,11:00–13:00,"Shree Raghavendra Mutt Road, Pai Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
8961892412bffff,2,3,0.714,02:00–04:00,"BDA 80 Feet Road, Jagdish Circle, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
8961892412fffff,7,8,0.581,07:00–09:00,"BDA 80 Feet Road, Windchimes, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
89618924147ffff,10,11,1.0,10:00–12:00,"Vishveswaraiah Road, Perody Classic, Indira Gandhi Housing Colony, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
8961892416bffff,3,4,1.0,03:00–05:00,"5th Cross Road, Sobha Aster Apartment, Vijaya Bank Layout, Mulki Sundar Ram Shetty Nagar, Bengaluru, Karnataka. Pin-560076 (India)"
8961892416fffff,11,12,1.0,11:00–13:00,"5th Cross Road, Fortuna Glade, Vijaya Bank Layout, Mulki Sundar Ram Shetty Nagar, Bengaluru, Karnataka. Pin-560076 (India)"
8961892418bffff,11,11,1.0,11:00–13:00,"3rd Cross Road, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)"
8961892418fffff,10,11,0.667,10:00–12:00,"Westend Avenue, Lake Verandahs House of Hiranandani, Akshaya Nagar West, Yelenahalli, Bengaluru, Karnataka. Pin-560076 (India)"
8961892419bffff,11,12,0.57,11:00–13:00,"Westend Avenue, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189241a7ffff,8,9,1.0,08:00–10:00,"Hulimavu Lake Road, Muthrayaswamy Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
896189241afffff,10,11,1.0,10:00–12:00,"Begur Main Road, Gramatana, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
89618924203ffff,13,14,0.453,13:00–15:00,"17th Cross Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924207ffff,8,9,0.323,08:00–10:00,"5th Main Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892420bffff,12,13,0.445,12:00–14:00,"9th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892420fffff,11,11,0.47,11:00–13:00,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924213ffff,10,11,0.833,10:00–12:00,"22nd Cross Road, Dr BR Ambedkar Layout, Sector 3, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924217ffff,9,10,0.466,09:00–11:00,"Hosapalya Main Road, Adarsh Esplanade Apartment Manjunatha Layout, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892421bffff,10,10,0.425,10:00–12:00,"14th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924223ffff,8,8,0.375,08:00–10:00,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892422fffff,10,11,0.582,10:00–12:00,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924233ffff,10,11,0.745,10:00–12:00,"Hosur Road, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
89618924237ffff,11,12,0.656,11:00–13:00,"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
89618924243ffff,2,2,1.0,02:00–04:00,"14th Main Road, Pillappa Garden, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924247ffff,10,7,0.419,10:00–12:00,"14th Main Road, Sector 5, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892424bffff,10,11,0.485,10:00–12:00,"7th Cross Road, Bildens Swarganga, Jakkasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
8961892424fffff,6,7,0.827,06:00–08:00,"7th Cross Road, Bildens Swarganga, Jakkasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
89618924253ffff,9,10,1.0,09:00–11:00,
89618924257ffff,10,10,0.567,10:00–12:00,"Outer Ring Road, Sector 5, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892425bffff,10,10,0.947,10:00–12:00,"7th Cross Road, Mantri Sarovar, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924263ffff,8,9,1.0,08:00–10:00,"6th Avenue, Teachers Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
89618924267ffff,13,13,0.371,13:00–15:00,"Outer Ring Road, Ozone Chamber, HSR Layout, Bengaluru, Karnataka. Pin-560034 (India)"
8961892426fffff,0,0,1.0,00:00–02:00,"Unnamed Road, Santhosapuram, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
89618924273ffff,8,8,0.792,08:00–10:00,"Outer Ring Road, Sai Nandana Residency, Teachers Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
89618924277ffff,10,11,0.933,10:00–12:00,"5th Main Road, Sector 6, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892428bffff,5,14,0.429,05:00–07:00,"27th Cross Road, Patel Channappa Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
8961892428fffff,10,10,0.496,10:00–12:00,"Hosapalya Main Road, Patel Channappa Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
89618924293ffff,11,12,1.0,11:00–13:00,"10th Main Road, ITI Layout, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
89618924297ffff,4,5,1.0,04:00–06:00,"Sri Lakshmi Venkateshwara Swamy Temple Road, Gollarapalya, Bengaluru, Karnataka. Pin-560068 (India)"
8961892429bffff,10,10,0.953,10:00–12:00,"27th Cross Road, Ramachandra Reddy Layout, Mangammanapalya, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189242a3ffff,10,11,0.731,10:00–12:00,"Hosur Road, Bommanahalli Industrial Area, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189242a7ffff,10,11,0.712,10:00–12:00,"Begur Main Road, Temple Tree, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189242abffff,12,13,0.554,12:00–14:00,"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)"
896189242afffff,11,11,0.503,11:00–13:00,"Hosapalya Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189242b3ffff,9,10,0.882,09:00–11:00,"Hosur Road, Garvebavipalya Junction, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189242c3ffff,9,9,0.639,09:00–11:00,"19th Main Road, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
896189242c7ffff,11,11,0.583,11:00–13:00,"22nd Cross Road, Sector 3, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
896189242cbffff,11,11,0.877,11:00–13:00,"19th Main Road, Nadaprabhu Kempegowda Circle, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
896189242cfffff,10,11,0.909,10:00–12:00,"18th Cross Road, Sector 3, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
896189242d3ffff,9,10,1.0,09:00–11:00,"22nd Cross Road, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
896189242d7ffff,10,10,0.742,10:00–12:00,"20th Main Road, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
896189242dbffff,8,9,0.986,08:00–10:00,"17th Cross Road, Vanganahalli, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892430fffff,9,10,0.769,09:00–11:00,"16th Main Road, Mahadeshwara Nagar, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
8961892432fffff,6,7,0.595,06:00–08:00,"6th Cross Road, Kalyani Trident, Dollars Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
89618924333ffff,6,7,1.0,06:00–08:00,"14th Cross Road, Surya Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)"
89618924347ffff,3,4,1.0,03:00–05:00,"5th Cross Road, Mysore Road Industrial Employees House Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
89618924363ffff,11,11,0.69,11:00–13:00,"16th Main Road, Sunshine Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
8961892436bffff,11,12,0.574,11:00–13:00,"16th Main Road, Ram Sridhar Apartment, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
8961892436fffff,11,11,0.57,11:00–13:00,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
89618924373ffff,9,10,1.0,09:00–11:00,"29th Main Road, EWS Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
8961892438bffff,8,9,0.667,08:00–10:00,"3rd Main Road, Vijayshree Layout, Kodichikkanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
89618924393ffff,11,12,0.923,11:00–13:00,"Devara Chikkanahalli Main Road, Seenappa Layout, Kodichikkanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
8961892439bffff,10,11,1.0,10:00–12:00,"Devara Chikkanahalli Main Road, Cauvery Nagar, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189243afffff,11,11,0.629,11:00–13:00,"Devara Chikkanahalli Main Road, Someshwara Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)"
896189243b7ffff,2,3,1.0,02:00–04:00,"11th Cross Road, Nethravathi Block, Vijaya Enclave, Mulki Sundar Ram Shetty Nagar, Bengaluru, Karnataka. Pin-560076 (India)"
896189243c3ffff,10,11,0.812,10:00–12:00,"Deverachikkanahalli Main Road, Axis Citrino Apartments, Hongasandra, Bommanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India"
896189243d3ffff,10,10,0.885,10:00–12:00,"Kodichikkanahalli Main Road, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189243d7ffff,11,11,1.0,11:00–13:00,"Kodichikkanahalli Main Road, Royal Legend, Cauvery Nagar, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
896189243dbffff,10,10,0.935,10:00–12:00,"Kodichikkanahalli Main Road, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
89618924403ffff,12,13,0.462,12:00–14:00,"Manipal County Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
89618924407ffff,5,6,0.667,05:00–07:00,"Manipal County Road, Yellappa Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
8961892440bffff,13,6,0.227,13:00–15:00,"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
89618924413ffff,6,6,0.652,06:00–08:00,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
8961892441bffff,10,11,0.563,10:00–12:00,"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
89618924423ffff,12,13,0.75,12:00–14:00,"Manipal County Road, Shree Nivas, AECS Block C, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
8961892442bffff,3,3,0.579,03:00–05:00,"Manipal County Road, Divya Jyothi Royal County, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)"
8961892443bffff,5,6,0.571,05:00–07:00,"Manipal County Road, Paramount Sumadhura Serene, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
8961892444fffff,3,4,1.0,03:00–05:00,"11th Main Road, Filor House, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)"
89618924453ffff,2,3,1.0,02:00–04:00,"Parappana Agrahara Main Road, Sir M Visvesvaraya Layout, Parappana Agrahara, Bengaluru, Karnataka. Pin-560100 (India)"
8961892445bffff,6,7,1.0,06:00–08:00,"Parappana Agrahara Main Road, Needs 3 Project 100, Manjunatha Nagar, Parappana Agrahara, Bengaluru, Karnataka. Pin-560100 (India)"
89618924463ffff,7,8,0.288,07:00–09:00,"Hosur Road, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)"
89618924467ffff,2,2,0.523,02:00–04:00,"12th Main Road, Wellington Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
8961892446bffff,13,14,0.372,13:00–15:00,"Hosur Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
8961892446fffff,13,13,0.394,13:00–15:00,"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
89618924473ffff,6,7,0.579,06:00–08:00,"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)"
8961892447bffff,11,11,0.319,11:00–13:00,"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)"
8961892448bffff,11,12,0.696,11:00–13:00,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
8961892449bffff,6,6,1.0,06:00–08:00,"Hosur Road, Pragathi Extension, Chikkathoguru, Bengaluru, Karnataka. Pin-560100 (India)"
896189244c7ffff,7,7,0.731,07:00–09:00,"Parappana Agrahara Main Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
896189244cfffff,6,7,1.0,06:00–08:00,"Parappana Agrahara Main Road, Venkateshwara Layout, Manjunatha Nagar, Parappana Agrahara, Bengaluru, Karnataka. Pin-560100 (India)"
896189244d3ffff,10,10,0.659,10:00–12:00,"Hosa Road, Naganathapura Junction, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)"
896189244d7ffff,11,12,0.497,11:00–13:00,"Hosa Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
8961892460bffff,12,12,0.857,12:00–14:00,"Somasundarapalya Main Road, Haralukunte Village, Bengaluru, Karnataka. Pin-560102 (India)"
8961892460fffff,11,12,0.754,11:00–13:00,"27th Cross Road, Haralukunte Village, Bengaluru, Karnataka. Pin-560102 (India)"
8961892462bffff,11,12,1.0,11:00–13:00,"Hosapalya Main Road, Peekayam Layout, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
89618924653ffff,11,11,0.787,11:00–13:00,"Haralur Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)"
8961892466fffff,11,12,1.0,11:00–13:00,"20th Main Road, Purva Vantage, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924673ffff,6,7,0.641,06:00–08:00,"27th Main Road, BDA Layout, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
89618924677ffff,9,10,0.976,09:00–11:00,"27th Cross Road, RR Residency, Hosapalya, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)"
8961892467bffff,10,11,0.5,10:00–12:00,"27th Main Road, BDA Layout, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
8961892468bffff,10,11,1.0,10:00–12:00,"Haralur Road, ND Passion Elite, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)"
89618924697ffff,0,1,1.0,00:00–02:00,
896189246a3ffff,10,10,0.9,10:00–12:00,"5th Cross Road, Old Prabhu Layout, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)"
896189246a7ffff,9,10,1.0,09:00–11:00,"Concord Road, Prabhu Layout, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)"
896189246afffff,5,6,0.857,05:00–07:00,"Kudlu Road, Bren Palms, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)"
896189246b3ffff,10,11,1.0,10:00–12:00,"2nd Main Road, Old Prabhu Layout, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)"
896189246bbffff,10,11,0.889,10:00–12:00,"1st Main Road, Yashodamma Layout, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)"
896189246c7ffff,10,11,0.475,10:00–12:00,"Haralur Road, Birla Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)"
896189246cfffff,8,9,0.5,08:00–10:00,"Haralur Road, Ambalipura, Haralur, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560103, India"
89618924803ffff,11,12,1.0,11:00–13:00,"Chunchaghatta Main Road, Renukamba Nagar, Chunchgatta, Bengaluru, Karnataka. Pin-560062 (India)"
8961892480bffff,12,13,0.431,12:00–14:00,"Chunchaghatta Main Road, Kuvempu Circle, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)"
89618924817ffff,11,11,0.651,11:00–13:00,"Chunchaghatta Main Road, KC Circle, Chunchgatta, Bengaluru, Karnataka. Pin-560062 (India)"
89618924823ffff,10,11,0.684,10:00–12:00,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)"
89618924827ffff,10,11,0.682,10:00–12:00,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)"
8961892482bffff,9,10,0.833,09:00–11:00,"13th Cross Road, Narayana Nagar, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)"
89618924833ffff,9,6,0.476,09:00–11:00,"Amruth Nagar Main Road, Silver Oak Plantation Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)"
89618924837ffff,10,10,1.0,10:00–12:00,"Tippasandra Road, Prestige Falcon City, Anjanadri Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)"
8961892484fffff,11,12,0.667,11:00–13:00,"Konanakunte Main Road, Channasandra Layout, Yalanchenahalli, Bengaluru, Karnataka. Pin-560078 (India)"
89618924873ffff,11,11,0.682,11:00–13:00,"Konanakunte Main Road, Chennabasappa Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)"
89618924877ffff,10,11,0.843,10:00–12:00,"Bikasipura Main Road, LMC Industrial Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)"
8961892487bffff,11,12,0.39,11:00–13:00,"Konanakunte Main Road, Narasamma Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)"
896189248c3ffff,5,6,1.0,05:00–07:00,"9th Cross Road, Willson Garden Housing Cooperative Society, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)"
896189248cbffff,11,11,0.967,11:00–13:00,"Kothanur Main Road, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)"
89618924903ffff,9,10,1.0,09:00–11:00,"Swamy Vivekanandha Road, Thippasandra, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
89618924907ffff,11,12,0.923,11:00–13:00,"Konanakunte Main Road, Centreo Apartment, Singapore Gardens and Green Fields, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)"
8961892490bffff,8,8,0.426,08:00–10:00,"Konanakunte Main Road, Navaratan Gardens, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)"
8961892490fffff,9,10,0.468,09:00–11:00,"Anjanapura Main Road, Nadaprabhu Kempegowda Circle, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)"
