h3_9,n_violations,n_days_active,mean_obstruct_w,mean_pcu,heavy_share,main_road_share,crossing_signal_share,footpath_share,junction_share,peak_share,am_peak_share,pm_peak_share,night_share,weekend_share,mean_expo,hour_entropy,modal_hour,approval_rate,scita_share,impact_sum,lat,lon,dom_station,dom_violation,active_days_ratio,vio_per_active_day,impact_per_violation,log_n
89618925437ffff,81,34,0.5814814814814815,1.1864197530864198,0.012345679012345678,0.08641975308641975,0.0,0.024691358024691357,0.0,0.14814814814814814,0.14814814814814814,0.0,0.7037037037037037,0.32098765432098764,0.3160493827160494,2.63866111025742,4,0.7735849056603774,0.9753086419753086,18.022,12.922424129273491,77.66890219578296,Bellandur,NO PARKING,0.2251655629139073,2.3823529411764706,0.22249382716049382,4.406719247264253
8961892543bffff,1,1,0.6,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.208210851958012e-07,10,0.0,1.0,0.3,12.9273633,77.671065,Bellandur,WRONG PARKING,0.006622516556291391,1.0,0.3,0.6931471805599453
89618925443ffff,1,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.208210851958012e-07,15,0.0,1.0,0.42,12.9326847,77.682461,HAL Old Airport,WRONG PARKING,0.006622516556291391,1.0,0.42,0.6931471805599453
89618925447ffff,1,1,0.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.208210851958012e-07,6,0.0,1.0,0.24,12.9305673,77.6791524,Bellandur,NO PARKING,0.006622516556291391,1.0,0.24,0.6931471805599453
89618925453ffff,1137,94,0.6348284960422164,1.06429199648197,0.0043975373790677225,0.1248900615655233,0.12401055408970976,0.01759014951627089,0.0,0.3896218117854002,0.3896218117854002,0.0,0.1345646437994723,0.17502198768689534,0.7050131926121372,3.0130736708474077,8,0.7417417417417418,0.810905892700088,567.434,12.93052533530535,77.68537646862933,HAL Old Airport,NO PARKING,0.6225165562913907,12.095744680851064,0.49906244503078273,7.037027614686276
89618925457ffff,29,18,0.5758620689655172,1.2586206896551724,0.06896551724137931,0.0,0.0,0.0,0.0,0.2413793103448276,0.2413793103448276,0.0,0.5172413793103449,0.20689655172413793,0.41724137931034483,2.7673192729218514,3,0.5882352941176471,0.9310344827586207,8.436,12.929015762068964,77.68168603793103,HAL Old Airport,WRONG PARKING,0.11920529801324503,1.6111111111111112,0.2908965517241379,3.4011973816621555
8961892549bffff,8,3,0.5,1.2125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.55,0.8112782167623095,6,0.0,0.375,2.3899999999999997,12.918728525,77.6859552,HAL Old Airport,NO PARKING,0.019867549668874173,2.6666666666666665,0.29874999999999996,2.1972245773362196
896189254a3ffff,138,49,0.6797101449275362,0.7942028985507246,0.014492753623188406,0.21739130434782608,0.014492753623188406,0.028985507246376812,0.0,0.3695652173913043,0.3695652173913043,0.0,0.15217391304347827,0.2391304347826087,0.6840579710144928,3.2060840841818297,10,0.36363636363636365,0.9057971014492754,49.375,12.917235578011166,77.6728557213768,Bellandur,WRONG PARKING,0.32450331125827814,2.816326530612245,0.35778985507246375,4.9344739331306915
896189254a7ffff,68,33,0.6338235294117647,1.0294117647058822,0.029411764705882353,0.16176470588235295,0.014705882352941176,0.029411764705882353,0.0,0.3382352941176471,0.3382352941176471,0.0,0.4264705882352941,0.20588235294117646,0.5323529411764706,3.3095434859020996,3,0.7142857142857143,0.8676470588235294,23.737000000000002,12.91804596029412,77.67115523088236,Bellandur,WRONG PARKING,0.2185430463576159,2.0606060606060606,0.3490735294117647,4.23410650459726
896189254abffff,14,8,0.7142857142857143,0.7071428571428572,0.0,0.2857142857142857,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.7857142857142857,0.2857142857142857,0.21428571428571427,2.1209520759987353,3,1.0,0.7142857142857143,1.439,12.922905464285716,77.67425595714285,Bellandur,WRONG PARKING,0.052980132450331126,1.75,0.10278571428571429,2.70805020110221
896189254b3ffff,1,1,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,7.208210851958012e-07,7,1.0,1.0,0.21,12.9145101,77.6762358,Bellandur,WRONG PARKING,0.006622516556291391,1.0,0.21,0.6931471805599453
896189254b7ffff,65,29,0.5476923076923077,0.7261538461538461,0.015384615384615385,0.015384615384615385,0.0,0.015384615384615385,0.0,0.12307692307692308,0.12307692307692308,0.0,0.5076923076923077,0.18461538461538463,0.4,3.137818863044944,4,0.5185185185185185,0.8923076923076924,11.891,12.916388316923078,77.67333702153846,Bellandur,NO PARKING,0.19205298013245034,2.2413793103448274,0.18293846153846155,4.189654742026425
896189254cbffff,14,10,0.6857142857142857,0.9785714285714285,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.35714285714285715,0.35714285714285715,0.0,0.2857142857142857,0.21428571428571427,0.6142857142857142,2.4956029636830106,8,0.42857142857142855,0.8571428571428571,4.998,12.93010065,77.68647162142858,HAL Old Airport,NO PARKING,0.06622516556291391,1.4,0.35700000000000004,2.70805020110221
896189254cfffff,55,21,0.5381818181818182,1.1236363636363635,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,0.2,0.2,0.0,0.6363636363636364,0.12727272727272726,0.35454545454545455,2.9050538697012587,4,0.782608695652174,0.6909090909090909,14.133000000000001,12.929225247272727,77.68408434545454,HAL Old Airport,NO PARKING,0.1390728476821192,2.619047619047619,0.2569636363636364,4.02535169073515
896189254d7ffff,2,2,0.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,1.000000344740523,3,0.0,1.0,0.26,12.92130305,77.68526545,HAL Old Airport,NO PARKING,0.013245033112582781,1.0,0.13,1.0986122886681098
8961892550bffff,1,1,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,7.208210851958012e-07,5,1.0,1.0,0.06,12.9230219,77.6566549,Bellandur,WRONG PARKING,0.006622516556291391,1.0,0.06,0.6931471805599453
89618925527ffff,7,5,0.5571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.8571428571428571,1.8423710856593385,10,0.0,1.0,3.32,12.917497885714285,77.64483867142857,HSR Layout,WRONG PARKING,0.033112582781456956,1.4,0.47428571428571425,2.0794415416798357
8961892552fffff,91,34,0.5131868131868133,1.020879120879121,0.02197802197802198,0.0,0.0,0.01098901098901099,0.0,0.3076923076923077,0.3076923076923077,0.0,0.32967032967032966,0.15384615384615385,0.5659340659340659,3.126015592414887,10,0.5797101449275363,0.9230769230769231,26.832,12.920331078021977,77.64509451868132,HSR Layout,NO PARKING,0.2251655629139073,2.676470588235294,0.2948571428571429,4.5217885770490405
89618925533ffff,108,52,0.5472222222222223,0.5935185185185184,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.1111111111111111,0.23148148148148148,0.6509259259259259,3.0743336675764907,10,0.704225352112676,0.9351851851851852,22.87,12.916408737962964,77.65171594907407,HSR Layout,NO PARKING,0.3443708609271523,2.076923076923077,0.21175925925925926,4.6913478822291435
8961892553bffff,68,26,0.5779411764705882,0.586764705882353,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.04411764705882353,0.29411764705882354,0.7176470588235295,2.7914832174580297,11,0.7608695652173914,0.8382352941176471,16.14,12.91852674852941,77.65173024705882,HSR Layout,WRONG PARKING,0.17218543046357615,2.6153846153846154,0.2373529411764706,4.23410650459726
89618925567ffff,36,7,0.5111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.6388888888888888,0.5833333333333334,0.3638888888888889,2.483125510213421,2,0.5757575757575758,0.9166666666666666,5.485,12.924395844444444,77.65005843333333,HSR Layout,NO PARKING,0.046357615894039736,5.142857142857143,0.1523611111111111,3.6109179126442243
89618925573ffff,9,2,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,1.3516441926948204,4,0.875,0.8888888888888888,0.3,12.923674476329177,77.65495921277343,Bellandur,WRONG PARKING,0.013245033112582781,4.5,0.03333333333333333,2.302585092994046
89618925577ffff,97,36,0.5216494845360825,1.0206185567010309,0.0,0.010309278350515464,0.0,0.0,0.0,0.5051546391752577,0.5051546391752577,0.0,0.14432989690721648,0.4536082474226804,0.7701030927835052,2.7076954841955487,10,0.7631578947368421,0.9175257731958762,39.61,12.922934666711354,77.65150287595532,HSR Layout,NO PARKING,0.23841059602649006,2.6944444444444446,0.40835051546391754,4.584967478670572
89618925593ffff,1,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,7.208210851958012e-07,4,0.0,1.0,0.06,12.9099629,77.6641712,Bellandur,WRONG PARKING,0.006622516556291391,1.0,0.06,0.6931471805599453
896189255a3ffff,65,25,0.5215384615384615,0.6230769230769231,0.0,0.0,0.0,0.0,0.0,0.27692307692307694,0.24615384615384617,0.03076923076923077,0.06153846153846154,0.2,0.6907692307692308,2.820690264210294,11,0.9142857142857143,0.7846153846153846,14.065,12.911777092307693,77.65167141538461,HSR Layout,NO PARKING,0.16556291390728478,2.6,0.21638461538461537,4.189654742026425
896189255a7ffff,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.208210851958012e-07,7,0.0,1.0,0.35,12.908425,77.6491867,HSR Layout,NO PARKING,0.006622516556291391,1.0,0.35,0.6931471805599453
896189255abffff,13,10,0.5692307692307692,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.6461538461538462,1.987773420056828,7,0.8333333333333334,0.7692307692307693,4.25,12.91399416923077,77.65174437692308,HSR Layout,WRONG PARKING,0.06622516556291391,1.3,0.3269230769230769,2.6390573296152584
896189255afffff,16,8,0.5812499999999999,0.65625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.625,0.0,0.3375,1.9197367558842509,4,0.3333333333333333,0.5,2.275,12.9120241625,77.64974041875,HSR Layout,WRONG PARKING,0.052980132450331126,2.0,0.1421875,2.833213344056216
896189255b7ffff,6,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.3004587267364648e-07,12,1.0,1.0,2.16,12.9091933,77.65201,HSR Layout,WRONG PARKING,0.006622516556291391,6.0,0.36000000000000004,1.9459101490553132
896189255c3ffff,1,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,7.208210851958012e-07,1,0.0,1.0,0.06,12.9187651,77.6653943,Bellandur,WRONG PARKING,0.006622516556291391,1.0,0.06,0.6931471805599453
896189255cbffff,314,83,0.5945859872611464,0.8429936305732484,0.01592356687898089,0.0,0.0,0.0,0.0,0.21019108280254778,0.21019108280254778,0.0,0.321656050955414,0.3248407643312102,0.5455414012738854,3.6152091724280786,11,0.53125,0.9554140127388535,79.40599999999999,12.921006715121484,77.66557942526131,Bellandur,WRONG PARKING,0.5496688741721855,3.783132530120482,0.2528853503184713,5.752572638825633
896189255cfffff,12,10,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.25,0.47500000000000003,2.855388585154665,1,0.7142857142857143,0.8333333333333334,1.8599999999999999,12.92117611347861,77.66362946729468,Bellandur,WRONG PARKING,0.06622516556291391,1.2,0.155,2.5649493574615367
896189255d3ffff,11,8,0.5272727272727272,0.7636363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.5454545454545454,0.17272727272727273,2.231270310950017,3,0.5,0.6363636363636364,0.652,12.9160445,77.66786496363636,Bellandur,NO PARKING,0.052980132450331126,1.375,0.059272727272727276,2.4849066497880004
896189255dbffff,35,16,0.5914285714285714,0.8657142857142858,0.0,0.08571428571428572,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.8,0.2,0.24285714285714285,2.5429330367273058,4,0.6666666666666666,0.7714285714285715,3.771,12.919039054285715,77.66925823142857,Bellandur,WRONG PARKING,0.10596026490066225,2.1875,0.10774285714285714,3.58351893845611
89618925643ffff,5,2,0.6,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.22000000000000003,0.7219282400635726,2,1.0,1.0,0.594,12.954952019999999,77.68617598,HAL Old Airport,WRONG PARKING,0.013245033112582781,2.5,0.11879999999999999,1.791759469228055
89618925653ffff,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.208210851958012e-07,7,0.0,1.0,0.35,12.9549345,77.689989,HAL Old Airport,NO PARKING,0.006622516556291391,1.0,0.35,0.6931471805599453
8961892565bffff,2,2,0.8,1.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.39999999999999997,1.000000344740523,2,1.0,1.0,0.54,12.9553923,77.6902469,HAL Old Airport,PARKING IN A MAIN ROAD,0.013245033112582781,1.0,0.27,1.0986122886681098
89618925673ffff,10,8,0.5900000000000001,0.64,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.2,0.5399999999999999,2.646439399311774,14,0.7142857142857143,0.9,1.75,12.954835249999999,77.68019488,HAL Old Airport,NO PARKING,0.052980132450331126,1.25,0.175,2.3978952727983707
89618925683ffff,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.208210851958012e-07,8,0.0,1.0,0.5,12.9400183,77.6873517,HAL Old Airport,NO PARKING,0.006622516556291391,1.0,0.5,0.6931471805599453
8961892568fffff,3,3,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.8333333333333334,1.5849627201014895,7,1.0,0.6666666666666666,1.25,12.941825600000001,77.68457406666666,HAL Old Airport,NO PARKING,0.019867549668874173,1.0,0.4166666666666667,1.3862943611198906
89618925693ffff,3,2,0.5,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.9182960688815056,6,1.0,1.0,1.0,12.939498833333332,77.68978323333333,HAL Old Airport,NO PARKING,0.013245033112582781,1.5,0.3333333333333333,1.3862943611198906
896189256abffff,4,3,0.675,0.875,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.125,2.000000156700238,2,0.0,0.75,0.265,12.944273500000001,77.68021562499999,HAL Old Airport,WRONG PARKING,0.019867549668874173,1.3333333333333333,0.06625,1.6094379124341003
896189256cfffff,31,9,0.5548387096774193,1.264516129032258,0.03225806451612903,0.0967741935483871,0.0,0.03225806451612903,0.0,0.06451612903225806,0.06451612903225806,0.0,0.2903225806451613,0.12903225806451613,0.4129032258064516,2.260332617543054,6,0.875,1.0,8.58,12.95010815483871,77.68973369677418,HAL Old Airport,NO PARKING,0.059602649006622516,3.4444444444444446,0.2767741935483871,3.4657359027997265
89618925803ffff,2,2,0.55,0.75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.55,1.000000344740523,1,1.0,1.0,0.31,12.94113305,77.60283985,Adugodi,NO PARKING,0.013245033112582781,1.0,0.155,1.0986122886681098
89618925807ffff,6,3,0.5499999999999999,1.1333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666666,0.0,0.85,1.4591480307898428,10,0.0,0.5,3.29,12.938910983333335,77.59840533333333,Wilson Garden,NO PARKING,0.019867549668874173,2.0,0.5483333333333333,1.9459101490553132
8961892580bffff,29,17,0.5896551724137932,0.9896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.0,1.0,0.06896551724137931,0.06896551724137931,0.0,0.3103448275862069,0.41379310344827586,0.4931034482758621,3.029720666224645,5,0.6363636363636364,1.0,7.234999999999999,12.944415144827586,77.60281423103449,Adugodi,WRONG PARKING,0.11258278145695365,1.7058823529411764,0.24948275862068964,3.4011973816621555
89618925813ffff,2,2,0.5,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,3.7191054656212714e-07,7,0.0,0.5,0.5249999999999999,12.9380293,77.60453315000001,Adugodi,NO PARKING,0.013245033112582781,1.0,0.26249999999999996,1.0986122886681098
89618925817ffff,200,80,0.7735,0.8055,0.02,0.49,0.0,0.0,1.0,0.14,0.14,0.0,0.325,0.39,0.48950000000000005,2.670957439103781,6,0.6936936936936937,0.755,62.573,12.9368465155,77.60175085,Mico Layout,PARKING IN A MAIN ROAD,0.5298013245033113,2.5,0.312865,5.303304908059076
89618925823ffff,3,3,0.5333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5666666666666668,1.5849627201014895,4,0.5,1.0,0.61,12.942503433333334,77.5942149,Wilson Garden,NO PARKING,0.019867549668874173,1.0,0.20333333333333334,1.3862943611198906
8961892582bffff,261,60,0.5226053639846744,0.6659003831417625,0.0,0.0038314176245210726,0.0,0.0,1.0,0.26436781609195403,0.26436781609195403,0.0,0.36015325670498083,0.3793103448275862,0.5666666666666667,3.432863307134874,4,0.7671232876712328,0.7279693486590039,49.496,12.944989466586371,77.59496069659004,Wilson Garden,NO PARKING,0.3973509933774834,4.35,0.18963984674329504,5.568344503761097
89618925833ffff,3,2,0.5,0.9666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.10000000000000002,0.918296068881506,3,0.0,0.6666666666666666,0.145,12.939078499999999,77.59745443333334,Wilson Garden,NO PARKING,0.013245033112582781,1.5,0.04833333333333333,1.3862943611198906
89618925837ffff,106,65,0.5056603773584906,0.9830188679245283,0.0,0.0,0.0,0.0,0.0,0.6698113207547169,0.6698113207547169,0.0,0.20754716981132076,0.3113207547169811,0.7849056603773585,2.553399282078758,8,0.7111111111111111,0.8773584905660378,40.391,12.938268876415094,77.59262558584906,Wilson Garden,NO PARKING,0.4304635761589404,1.6307692307692307,0.38104716981132075,4.672828834461906
8961892583bffff,2,2,0.55,1.1,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.9,1.000000344740523,10,0.0,1.0,1.12,12.943313100000001,77.5973149,Adugodi,NO PARKING,0.013245033112582781,1.0,0.56,1.0986122886681098
89618925843ffff,23,10,0.5304347826086956,0.9130434782608695,0.0,0.0,0.0,0.0,1.0,0.08695652173913043,0.08695652173913043,0.0,0.7391304347826086,0.34782608695652173,0.2782608695652174,2.8227178266331143,1,1.0,0.9130434782608695,3.1350000000000002,12.949293865217392,77.60592689130435,Adugodi,NO PARKING,0.06622516556291391,2.3,0.13630434782608697,3.1780538303479458
89618925847ffff,8,7,0.55,1.1875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.625,0.25,0.3125,1.5487950231088923,3,0.7142857142857143,1.0,1.475,12.9472060875,77.602496625,Adugodi,NO PARKING,0.046357615894039736,1.1428571428571428,0.184375,2.1972245773362196
8961892584bffff,110,25,0.52,0.9754545454545455,0.0,0.00909090909090909,0.0,0.0,1.0,0.2727272727272727,0.2727272727272727,0.0,0.32727272727272727,0.2636363636363636,0.5927272727272728,2.8486975464068798,10,0.5555555555555556,0.9272727272727272,32.111,12.951592335454546,77.60755278727274,Ashok Nagar,NO PARKING,0.16556291390728478,4.4,0.2919181818181818,4.709530201312334
8961892584fffff,16,11,0.61875,1.03125,0.0,0.1875,0.0,0.0,1.0,0.0625,0.0625,0.0,0.75,0.375,0.25625000000000003,2.4746017860682064,2,0.8181818181818182,1.0,2.4299999999999997,12.95102899375,77.60461125625,Ashok Nagar,NO PARKING,0.0728476821192053,1.4545454545454546,0.15187499999999998,2.833213344056216
89618925857ffff,4,4,0.75,1.275,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.25,0.39999999999999997,2.000000156700238,3,1.0,0.5,1.41,12.945005675,77.607182525,Adugodi,NO PARKING,0.026490066225165563,1.0,0.3525,1.6094379124341003
89618925863ffff,150,39,0.5626666666666666,0.8933333333333333,0.006666666666666667,0.0,0.0,0.0,0.9266666666666666,0.4866666666666667,0.48,0.006666666666666667,0.14666666666666667,0.26,0.7566666666666667,3.379280708809729,8,0.72,0.7533333333333333,56.324,12.948863851999999,77.59785962133334,Wilson Garden,WRONG PARKING,0.2582781456953642,3.8461538461538463,0.37549333333333335,5.017279836814924
89618925867ffff,50,35,0.528,0.9359999999999999,0.02,0.0,0.0,0.0,1.0,0.42,0.42,0.0,0.24,0.26,0.684,3.3876561983302356,9,0.8888888888888888,0.74,16.252,12.946510044,77.595000058,Wilson Garden,NO PARKING,0.23178807947019867,1.4285714285714286,0.32504,3.9318256327243257
8961892586bffff,26,7,0.5923076923076922,0.9923076923076923,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.038461538461538464,0.19230769230769232,0.75,1.8150724353515109,11,0.10526315789473684,0.9615384615384616,12.388,12.951175461538462,77.5984139346154,Wilson Garden,WRONG PARKING,0.046357615894039736,3.7142857142857144,0.47646153846153844,3.295836866004329
8961892586fffff,58,27,0.5499999999999999,0.8068965517241379,0.017241379310344827,0.0,0.017241379310344827,0.0,0.7758620689655172,0.3448275862068966,0.3448275862068966,0.0,0.3448275862068966,0.43103448275862066,0.5982758620689655,3.218160375420861,3,0.7142857142857143,0.8103448275862069,14.565999999999999,12.950721312068966,77.59619024482758,Wilson Garden,NO PARKING,0.17880794701986755,2.1481481481481484,0.25113793103448273,4.07753744390572
89618925873ffff,1,1,0.5,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,7.208210851958012e-07,13,0.0,1.0,0.44999999999999996,12.946283,77.6019923,Adugodi,NO PARKING,0.006622516556291391,1.0,0.44999999999999996,0.6931471805599453
89618925877ffff,91,32,0.5307692307692308,1.0197802197802197,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.42857142857142855,0.0,0.38461538461538464,0.34065934065934067,0.5967032967032967,3.360753564604442,9,0.5555555555555556,0.945054945054945,29.108999999999998,12.944737365934065,77.59707395714285,Wilson Garden,NO PARKING,0.2119205298013245,2.84375,0.31987912087912085,4.5217885770490405
8961892587bffff,10,6,0.6,1.27,0.1,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.3,0.6,0.51,1.960964109923893,12,0.5,1.0,3.1919999999999997,12.948478750000001,77.60185182000001,Wilson Garden,WRONG PARKING,0.039735099337748346,1.6666666666666667,0.3192,2.3978952727983707
89618925883ffff,5,2,0.6,1.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.7219282400635727,7,0.0,0.0,2.0,12.93467148,77.60635718,Mico Layout,NO PARKING,0.013245033112582781,2.5,0.4,1.791759469228055
89618925887ffff,3,2,0.5666666666666667,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.20000000000000004,0.9182960688815056,3,0.0,0.0,0.32,12.930969533333334,77.60413986666667,Mico Layout,WRONG PARKING,0.013245033112582781,1.5,0.10666666666666667,1.3862943611198906
8961892588bffff,191,53,0.706282722513089,0.9801047120418848,0.005235602094240838,0.4031413612565445,0.0,0.0,1.0,0.07329842931937172,0.07329842931937172,0.0,0.5916230366492147,0.2879581151832461,0.3240837696335078,2.775533785906053,2,0.6193548387096774,0.9214659685863874,48.766999999999996,12.936220891099477,77.60670873612565,Mico Layout,NO PARKING,0.3509933774834437,3.6037735849056602,0.2553246073298429,5.2574953720277815
8961892588fffff,34,11,0.6764705882352942,1.2352941176470589,0.058823529411764705,0.35294117647058826,0.0,0.0,1.0,0.0,0.0,0.0,0.7058823529411765,0.23529411764705882,0.2647058823529412,1.9224734349462789,3,0.6206896551724138,0.8529411764705882,8.725,12.936334005882353,77.60513379411765,Mico Layout,NO PARKING,0.0728476821192053,3.090909090909091,0.2566176470588235,3.5553480614894135
89618925893ffff,254,74,0.7543307086614173,1.0039370078740157,0.0,0.4763779527559055,0.0,0.0,0.984251968503937,0.07480314960629922,0.07480314960629922,0.0,0.4921259842519685,0.31496062992125984,0.4248031496062992,2.83155702523809,2,0.7134502923976608,0.9133858267716536,78.232,12.930714307874016,77.6095276444882,Mico Layout,PARKING IN A MAIN ROAD,0.4900662251655629,3.4324324324324325,0.308,5.541263545158426
89618925897ffff,374,68,0.5328877005347594,0.5518716577540107,0.0,0.0427807486631016,0.0,0.0,0.029411764705882353,0.19786096256684493,0.19786096256684493,0.0,0.5802139037433155,0.3582887700534759,0.4021390374331551,3.1620734152272236,2,0.8026905829596412,0.6871657754010695,46.382,12.930884595454547,77.60653031925135,Mico Layout,NO PARKING,0.4503311258278146,5.5,0.12401604278074865,5.926926025970411
8961892589bffff,53,24,0.8226415094339623,1.1037735849056605,0.018867924528301886,0.6415094339622641,0.0,0.018867924528301886,1.0,0.03773584905660377,0.03773584905660377,0.0,0.5660377358490566,0.16981132075471697,0.3490566037735849,2.1959448715387953,2,0.8823529411764706,0.8679245283018868,16.565,12.934944113207548,77.60914936037736,Mico Layout,PARKING IN A MAIN ROAD,0.15894039735099338,2.2083333333333335,0.3125471698113208,3.9889840465642745
896189258abffff,19,11,0.5052631578947369,1.305263157894737,0.10526315789473684,0.0,0.0,0.0,1.0,0.15789473684210525,0.15789473684210525,0.0,0.6842105263157895,0.15789473684210525,0.3526315789473684,2.720582805624815,3,0.4,0.631578947368421,4.305,12.937892489473684,77.59876093157895,Wilson Garden,NO PARKING,0.0728476821192053,1.7272727272727273,0.22657894736842105,2.995732273553991
896189258b3ffff,5,3,0.6,1.1,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,0.2,0.6799999999999999,1.9219282219675538,11,1.0,0.2,2.25,12.93118848,77.60094762,Mico Layout,WRONG PARKING,0.019867549668874173,1.6666666666666667,0.45,1.791759469228055
896189258bbffff,22,15,0.7227272727272728,0.9363636363636364,0.0,0.36363636363636365,0.0,0.0,1.0,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.13636363636363635,0.5499999999999999,2.7136874630636436,7,0.5714285714285714,0.5909090909090909,8.709999999999999,12.934805736363636,77.60120218181818,Mico Layout,WRONG PARKING,0.09933774834437085,1.4666666666666666,0.3959090909090909,3.1354942159291497
896189258c3ffff,5,3,0.5,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.1,0.9709507383185785,4,0.0,0.2,0.25,12.93995962,77.60952346,Adugodi,NO PARKING,0.019867549668874173,1.6666666666666667,0.05,1.791759469228055
896189258c7ffff,38,25,0.5421052631578948,0.9657894736842106,0.0,0.02631578947368421,0.0,0.0,0.8947368421052632,0.15789473684210525,0.15789473684210525,0.0,0.7105263157894737,0.34210526315789475,0.30526315789473685,2.8367983426236987,3,0.5555555555555556,0.8421052631578947,6.326,12.940347989473684,77.60915793684211,Adugodi,NO PARKING,0.16556291390728478,1.52,0.1664736842105263,3.6635616461296463
896189258cbffff,1,1,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.208210851958012e-07,10,0.0,1.0,0.5,12.9436117,77.61191,Adugodi,NO PARKING,0.006622516556291391,1.0,0.5,0.6931471805599453
